SSN,M3 Ca,M3 K,M3 Al,M3 P,M3 S,PH,Psa asand,Psa asilt,Psa aclay,Volfr,Awc1,Lshrinkpct,Flash2000_N_ppm,Acidified carbon,pH,Leco_N_ppm,C % Org,ICP OES K mg/kg ,ICP OES P mg/kg ,P,K,S,Ca,Mg,Cu,Cl,Zn,Fe,Mn,Mo,Latitude,Longitude,Cluster,Depth,Country,Cultivated
icr075756,358.0,70.4,233.0,3.1,5.09,7.12,84.63,7.93,7.43,1.2905,0.092317,0.0,251.08756,0.363376319,8.73,300.0,0.41,814.5472103,20.27289718,50.6,3336.6,45.7,367.1,5575.0,3.9,141.9,2.6,2611.8,32.7,184.5,-15.896970999999999,26.115347,5,top,Zambia,False
icr075757,1230.0,312.0,430.0,1.74,7.12,9.72,88.155,6.805,5.04,1.1485,0.188634,2.142857,169.29131,0.18656542899999998,9.38,200.0,0.22,1901.287881,16.91777963,50.6,3613.3,45.7,1556.1,5575.0,2.8,23.6,13.8,6716.3,16.8,184.5,-15.896970999999999,26.115347,5,sub,Zambia,False
icr075796,2530.0,139.0,549.0,7.48,13.0,6.59,75.175,15.125,9.705,0.8865,0.199953,6.428571,1186.95404,1.779647171,6.27,1300.0,1.45,2218.949203,47.77111421,50.6,8458.1,45.7,3006.7,5575.0,7.4,74.5,8.2,11893.3,29.1,184.5,-15.857948,26.111964999999998,7,top,Zambia,False
icr075837,1060.0,121.0,1050.0,2.29,9.16,6.23,84.335,9.095,6.575,1.0335,0.13931,4.285714,441.89544000000006,0.573523462,5.91,500.0,0.61,1569.1395015,48.23813562,50.6,10407.2,45.7,1301.3,5575.0,6.3,29.0,10.2,23281.6,25.4,184.5,-15.896332000000001,26.142028,9,sub,Zambia,False
icr075876,3910.0,172.0,773.0,6.4,61.8,5.66,88.485,7.185,4.33,0.8490000000000001,0.168987,10.0,1858.8198,2.9608902930000003,5.36,3000.0,4.09,3048.726030000001,155.2587601,50.6,11802.4,45.7,5121.3,5575.0,10.9,54.0,17.4,23741.9,96.9,184.5,-15.84979333,26.140195000000002,11,top,Zambia,False
icr075897,4260.0,211.0,554.0,3.04,35.3,6.43,82.17,10.26,7.57,0.9785,0.18472,6.428571,1031.84618,1.4695808890000002,5.92,1100.0,1.43,2417.492712,74.35358174,50.6,12301.1,45.7,5705.6,5575.0,14.2,103.8,30.4,28642.2,264.8,184.5,-15.83095833,26.13990833,12,sub,Zambia,False
icr075916,871.0,102.0,700.0,7.16,7.87,5.6,78.975,13.0,8.025,1.0125,0.165906,3.571429,959.5633699999998,1.172612607,5.63,700.0000000000001,0.97,1102.0585640000004,72.7031824,50.6,5963.0,45.7,998.6,5575.0,10.6,30.2,7.1,7974.7,60.7,184.5,-15.89698167,26.166365,13,top,Zambia,False
icr075917,1090.0,73.2,891.0,3.1,6.82,6.23,87.065,8.235,4.705,1.048,0.153421,3.571429,604.6895099999999,0.654568464,5.83,600.0,0.74,1620.057473,58.55812059,50.6,6893.9,45.7,1188.0,5575.0,13.5,25.1,8.9,16329.8,79.7,184.5,-15.89698167,26.166365,13,sub,Zambia,False
icr033393,8836.32,344.9,403.786,13.033,26.79,9.205,85.705,9.97,4.32,1.044,0.185091,4.285714,232.38314,0.272750258,8.59,300.0,0.29,5814.712507,337.2742295,554.1,26056.4,45.7,61589.2,5575.0,10.6,114.3,75.8,37218.3,1047.8,184.5,-0.10241800000000001,38.988918299999995,3,sub,Kenya,unknown
icr033408,12928.3,426.1,676.9860000000001,6.693,2728.86,8.219,96.61,2.71,0.68,0.89,0.174148,11.428571,256.83632,0.329793409,8.15,300.0,0.34,7216.127587999998,316.1660856000001,50.6,20489.7,9704.0,39975.2,21110.1,19.1,751.5,37.5,29692.6,810.3,1085.4,-0.15257999,39.01852417,5,sub,Kenya,unknown
icr033446,10798.3,424.1,596.386,4.282,249.66,8.814,92.63,5.275,2.095,0.991,0.180264,9.285714,284.35849,0.286855176,8.41,300.0,0.24,7702.980536,266.0412616,50.6,23663.9,195.4,44943.5,21539.6,24.0,1473.3,43.8,32134.2,838.9,184.5,-0.129155,39.01071167,6,sub,Kenya,unknown
icr033447,5987.32,1862.0,909.8860000000001,91.693,44.84,7.944,91.045,6.35,2.605,0.873,0.182056,9.285714,1538.37465,1.6172793509999999,7.9,1800.0,1.63,13453.33343,480.66966119999995,321.6,32031.3,45.7,18693.7,8443.2,13.4,180.3,85.6,38086.6,1450.9,184.5,-0.10410499999999999,39.01512146,7,top,Kenya,unknown
icr033467,5053.32,181.8,366.586,5.82,151.56,9.214,92.42,5.69,1.895,1.0315,0.138468,6.428571,175.79377,0.12839678300000001,9.05,200.0,0.13,2793.127372,262.6977216,50.6,31619.5,103.4,50327.8,12683.8,17.5,3134.7,36.8,26744.9,771.0,184.5,-0.14825299,39.0405426,9,sub,Kenya,unknown
icr033507,4860.32,679.4,650.586,15.603,39.95,8.618,92.4,5.655,1.94,0.9965,0.167975,7.142857000000001,356.35954,0.364256725,8.19,400.0,0.43,7115.6548969999985,329.2719357,273.4,26997.9,45.7,18091.9,14507.1,14.4,127.6,50.0,26797.9,822.8,184.5,-0.106482,39.03767776,11,sub,Kenya,unknown
icr033545,10888.3,1239.0,735.4860000000001,11.523,57.09,8.544,83.205,10.49,6.305,0.8895,0.17197,10.714286,438.45750000000004,0.48997917799999996,7.82,600.0,0.56,11608.392740000001,336.0269138000001,50.6,26890.7,45.7,26552.5,16468.6,15.6,154.3,62.5,31616.5,768.7,184.5,-0.137943,39.05795670000001,14,top,Kenya,unknown
icr033567,2689.32,995.8,772.186,18.663,10.51,7.9529999999999985,88.51,7.49,3.995,1.0855,0.207846,3.571429,350.80647,0.349730521,7.64,400.0,0.39,7555.077083,127.2315606,161.4,25629.0,45.7,10144.5,5575.0,8.7,107.4,48.4,26139.4,898.8,184.5,-0.10903800000000001,39.05654144,15,sub,Kenya,unknown
icr033580,6542.32,3432.0,579.386,90.133,75.66,8.004,83.6,10.17,6.23,0.8525,0.183139,2.857143,1786.2559100000003,2.021788478,8.02,1900.0,1.87,8998.980843000001,604.58544535,554.3,31285.2,76.1,53897.7,5575.0,8.4,327.7,83.2,28787.8,1038.1,184.5,-0.104208,39.05907822,15,top,Kenya,unknown
icr037453,496.7,82.84100000000002,521.6,6.246,5.167000000000002,6.077000000000001,83.08,9.235,7.685,1.0895,0.127565,0.0,537.78142,0.833848238,5.82,600.0,0.9,460.90285880000016,81.663183315,50.6,1757.8,45.7,610.0,5575.0,5.2,135.3,6.0,8114.2,124.7,184.5,11.32941667,-5.534058333,3,top,Mali,unknown
icr037454,415.7,64.95100000000001,636.2,2.56,4.1080000000000005,5.874,78.87,10.65,10.48,1.1525,0.129137,2.857143,380.75916,0.46017344299999996,5.65,400.0,0.52,565.5019217,70.55762415,50.6,1764.9,45.7,438.7,5575.0,6.2,184.4,7.4,9998.7,78.1,184.5,11.32941667,-5.534058333,3,sub,Mali,unknown
icr037476,111.7,21.631,704.6,1.671,2.3080000000000003,4.952,92.845,4.115,3.045,1.1305,0.085501,0.0,102.71566,0.139134586,4.58,100.0,0.2,398.646924,41.96078963,50.6,950.2,45.7,87.1,5575.0,3.4,220.7,4.9,6848.6,63.1,184.5,11.34459667,-5.52968,4,sub,Mali,unknown
icr037492,435.0,115.391,1142.0,1.633,6.899,5.162999999999999,82.745,9.265,7.99,1.0759999999999998,0.13003499999999998,7.142857000000001,341.09779,0.464168385,5.825,500.0,0.54,1086.904624,80.90289407,50.6,2725.2,45.7,452.8,5575.0,11.9,132.8,13.1,19461.7,142.5,184.5,11.27253667,-5.5139633329999995,5,sub,Mali,unknown
icr037512,98.3,44.53100000000001,1127.0,1.807,4.871,5.084,93.435,3.68,2.885,0.9695,0.083621,2.857143,225.06481000000002,0.362907425,5.825,400.0,0.63,638.7752247999998,64.8609922,50.6,1306.0,45.7,106.7,5575.0,6.4,125.0,6.5,16571.7,38.2,184.5,11.30263,-5.513288332999999,6,sub,Mali,unknown
icr037531,247.6,64.09100000000001,563.0,4.586,4.544,5.5429999999999975,91.04,4.6,4.36,1.185,0.099994,0.0,174.16948999999997,0.241927251,5.9,200.0,0.33,437.5948266,60.2361455,50.6,1218.8,45.7,269.8,5575.0,4.1,191.9,5.3,7146.9,217.8,184.5,11.32956833,-5.5185383329999995,7,top,Mali,unknown
icr037532,295.2,51.541000000000004,722.0,1.9509999999999998,5.959,5.609,92.44,3.995,3.57,1.115,0.10059,2.142857,149.04466000000002,0.190292634,5.57,400.0,0.25,617.9297722,62.45908556,50.6,1447.8,45.7,292.5,5575.0,4.1,193.7,7.0,9591.8,190.2,184.5,11.32956833,-5.5185383329999995,7,sub,Mali,unknown
icr037574,343.3,74.041,472.0,3.162,3.525,5.856,94.1,3.085,2.82,1.1335,0.073048,0.0,253.47087999999997,0.41963942299999996,5.76,1100.0,0.49,410.379013,49.66239718,50.6,843.1,45.7,318.9,5575.0,3.1,148.7,3.3,5984.0,76.7,184.5,11.28301667,-5.486493332999999,9,top,Mali,unknown
icr037575,172.8,50.32100000000001,601.8,5.8770000000000024,4.106,5.617999999999999,94.34,2.84,2.815,1.1005,0.08642999999999999,0.0,167.25488,0.22585630399999998,5.15,300.0,0.28,383.93606919999996,50.35880588,50.6,834.2,45.7,149.5,5575.0,3.5,278.5,3.2,6347.3,65.1,184.5,11.28301667,-5.486493332999999,9,sub,Mali,unknown
icr037590,741.5,142.691,670.8,5.204,4.814,6.479,85.795,7.225,6.98,1.0525,0.12131099999999999,2.857143,698.9173999999999,1.10472244,6.16,800.0,1.31,843.5858306,138.050587,50.6,2336.6,45.7,862.4,5575.0,8.9,108.9,7.0,26239.8,211.7,184.5,11.30168667,-5.48807,10,top,Mali,unknown
icr037621,259.3,37.041,966.1,1.4369999999999998,7.966,5.152,92.1,4.53,3.37,1.0415,0.11086099999999999,2.142857,192.07363,0.225945696,4.94,300.0,0.33,502.02464505,85.84256809,50.6,1139.3,45.7,229.7,5575.0,8.0,97.8,8.3,18256.7,130.2,184.5,11.31536667,-5.496258332999999,11,sub,Mali,unknown
icr037626,315.1,49.301,800.5,2.53,5.847,5.379,83.765,8.965,7.265,1.17,0.148527,2.142857,225.56421,0.357585087,5.49,300.0,0.45,514.7635443,64.22262682,50.6,1549.5,45.7,373.9,5575.0,6.8,104.3,7.8,13858.6,106.9,184.5,11.351894999999999,-5.4884699999999995,12,top,Mali,unknown
icr037647,152.7,22.910999999999998,1189.0,2.124,5.5889999999999995,5.215,66.21,19.03,14.76,1.1725,0.137193,2.142857,414.55513,0.7193566259999999,4.92,500.0,0.72,372.82590730000004,111.2248878,50.6,1066.2,45.7,162.9,5575.0,8.1,122.3,7.5,19976.5,58.5,184.5,11.27255333,-5.464043332999999,13,sub,Mali,unknown
icr037676,187.3,31.491,1433.0,2.075,5.575,5.39,36.835,28.475,34.69,0.9825,0.122404,5.0,847.8638500000001,1.08009547,5.01,1000.0,1.24,562.7122113,162.70552869999997,50.6,2126.0,45.7,305.8,5575.0,10.9,114.3,10.5,32644.4,60.7,184.5,11.294715,-5.470244999999999,14,sub,Mali,unknown
icr037689,314.4,38.921,1325.0,2.84,8.222000000000001,4.9830000000000005,49.895,27.275,22.835,0.99,0.129439,5.714286,622.9414599999999,1.189574361,4.75,800.0,1.6,650.5585543999998,145.8978526,50.6,2406.2,45.7,490.5,5575.0,18.8,132.6,17.7,23778.5,96.5,184.5,11.32902667,-5.4668849999999996,15,top,Mali,unknown
icr037767,198.4,88.301,1532.0,7.516,17.991,4.191,90.725,4.52,4.755,0.878,0.135697,7.142857000000001,1121.4162,1.645199418,4.25,1500.0,1.89,1111.742129,313.8125166000001,50.6,15951.7,45.7,338.9,5575.0,5.4,54.5,31.5,22034.2,84.7,184.5,5.26178333,10.22336667,2,top,Cameroon,unknown
icr037788,119.8,68.34100000000001,1532.0,1.3519999999999999,8.107000000000001,5.011,91.41,4.97,3.625,0.9009999999999999,0.148917,7.142857000000001,675.2665299999999,0.95961383,4.44,800.0,1.01,1970.2298309999999,285.5396426000001,64.1,17751.5,45.7,235.0,5575.0,4.7,24.2,39.3,23600.3,118.7,184.5,5.28236667,10.22913667,3,sub,Cameroon,unknown
icr037808,356.1,63.471000000000004,1420.0,3.7089999999999996,13.610999999999999,4.773,81.2,11.29,7.51,0.8715,0.165256,6.428571,1028.2227,1.604442596,4.65,1200.0,1.57,5195.3282659999995,582.3783612000002,160.8,18156.3,45.7,1386.6,5575.0,23.4,60.3,60.7,39192.1,558.2,184.5,5.30309333,10.22817,4,sub,Cameroon,unknown
icr037843,321.6,90.821,1546.0,3.6860000000000004,20.281,4.623,90.175,5.95,3.87,0.8695,0.123135,7.142857000000001,1324.9117099999999,1.976696849,4.59,1700.0000000000002,2.21,311.5223621,491.04295880000006,70.5,1326.0,45.7,403.3,5575.0,17.8,33.9,21.3,38922.4,198.4,184.5,5.238615,10.258085000000001,5,top,Cameroon,unknown
icr037851,307.1,102.491,1556.0,1.734,10.341,4.939,91.94,4.525,3.53,0.8005,0.154667,7.142857000000001,1119.74522,1.753847659,4.87,600.0,0.0,1200.31521,444.30012080000006,85.8,5637.1,45.7,504.1,5575.0,19.7,50.9,41.2,40848.9,303.1,184.5,5.253965,10.25103167,6,top,Cameroon,unknown
icr037869,701.3,239.782,1360.21,12.96,10.132,5.202000000000001,92.78,4.72,2.495,0.7705,0.101094,7.142857000000001,1849.45136,2.857096791,4.89,2200.0,3.17,3644.8838034999994,566.76900355,117.2,32810.5,45.7,1579.4,5575.0,10.8,86.5,49.5,28775.8,445.2,184.5,5.27953833,10.242555,7,top,Cameroon,unknown
icr037901,577.1,145.382,1313.21,3.366,8.277999999999999,4.768,90.41,5.905,3.685,0.741,0.12696,5.714286,1653.81081,2.3530496359999997,5.2,1900.0,2.34,936.0106409,403.9574148,111.0,20382.9,45.7,938.0,5575.0,8.0,65.6,43.9,35214.5,351.1,184.5,5.30427333,10.249175,8,top,Cameroon,unknown
icr037927,1380.8,152.582,1245.21,12.94,12.152000000000001,5.239,92.745,4.605,2.65,0.7915,0.087002,7.142857000000001,2459.31111,2.992015243,4.82,2600.0,3.2,1374.826544,762.9569111000003,175.7,20247.5,45.7,3030.4,5575.0,15.8,87.8,47.1,38474.9,497.5,184.5,5.25545667,10.26777667,10,top,Cameroon,unknown
icr037928,420.0,70.182,1444.21,5.3629999999999995,12.732000000000001,4.895,93.57,3.88,2.555,0.8859999999999999,0.089821,4.285714,1244.37276,1.555105507,5.31,1100.0,1.45,1058.876285,536.8520411999998,167.8,22869.3,45.7,1923.9,5575.0,13.4,75.9,36.0,33937.0,357.7,184.5,5.25545667,10.26777667,10,sub,Cameroon,unknown
icr037948,112.6,93.25200000000001,1309.21,1.381,7.7810000000000015,5.01,89.065,6.42,4.515,0.8485,0.14224,5.714286,259.20956,0.478877768,4.88,400.0,0.56,2318.317579,177.0267572,63.5,42201.4,45.7,227.2,5575.0,3.6,24.6,42.0,21247.3,131.4,184.5,5.28252333,10.27224833,11,sub,Cameroon,unknown
icr037969,235.6,207.18200000000002,967.6060000000001,5.148,6.985,4.721,91.105,5.345,3.555,0.8585,0.142297,5.714286,559.63725,1.057042539,4.56,800.0,1.06,2709.475518,601.2595339,138.6,45494.7,45.7,466.3,5575.0,16.8,71.3,60.6,33757.0,219.6,184.5,5.29722333,10.26682167,12,top,Cameroon,unknown
icr037986,1425.8,109.882,1336.21,2.9939999999999998,8.119,5.401,89.18,6.625,4.2,0.7445,0.12690099999999999,7.142857000000001,2392.87071,3.9865579610000004,4.61,3000.0,4.3,543.7405813999999,688.070554,155.5,2421.3,70.0,2225.2,5575.0,26.8,59.1,41.1,86103.8,637.5,184.5,5.233795,10.28871167,13,top,Cameroon,unknown
icr037987,788.1,57.802,1477.21,1.433,7.7079999999999975,5.5820000000000025,88.31,6.87,4.82,0.74,0.111929,7.142857000000001,1478.25979,2.897024035,5.55,2000.0,3.08,429.6716971,613.6662363,278.3,2912.6,45.7,1418.4,5575.0,30.3,45.4,43.7,93618.0,666.0,184.5,5.233795,10.28871167,13,sub,Cameroon,unknown
icr038017,353.4,112.78200000000001,1182.21,8.601,11.932,5.122000000000001,86.17,7.43,6.395,0.985,0.13386199999999998,5.0,1236.65676,1.848581135,5.11,1600.0,1.95,2005.697364,243.84703030000003,50.6,39145.7,45.7,584.7,5575.0,4.6,63.1,26.5,18495.4,232.4,184.5,5.255330000000002,10.28552,14,sub,Cameroon,unknown
icr038034,387.0,126.682,1688.21,4.68,13.092,4.937,87.36,6.71,5.925,0.7475,0.11525999999999999,7.142857000000001,1968.6942499999998,3.4966711999999998,4.93,2100.0,3.35,475.66631770000004,353.26502489999996,50.6,2411.4,45.7,550.7,5575.0,5.5,46.2,20.0,27134.3,107.1,184.5,5.28465667,10.28513333,15,top,Cameroon,unknown
icr041659,2100.0,804.0,711.0,69.8,14.3,7.331,94.465,5.19,0.34,1.186,0.14795,4.285714,502.9327,0.60372287,7.5,800.0,0.74,6396.490727,206.250946,50.6,15259.1,45.7,4529.1,5575.0,11.1,79.6,17.4,12573.2,497.6,184.5,-2.64596796,39.51325607,2,top,Kenya,unknown
icr041679,1710.0,792.0,864.0,34.3,10.5,6.647,96.11,3.66,0.23,1.112,0.138486,5.714286,482.32131,0.590276778,8.08,700.0000000000001,0.77,6594.529443,207.8373177,50.6,18230.0,45.7,3238.9,5575.0,12.9,81.7,16.9,13541.9,428.0,184.5,-2.62334704,39.51435852,3,top,Kenya,unknown
icr041680,1940.0,860.0,952.0,15.4,11.3,6.596,99.84,0.32,0.0,0.978,0.14937,6.428571,429.10559,0.49771294,7.85,500.0,0.51,9140.476959,188.6471939,50.6,23040.4,45.7,4202.1,5575.0,19.1,86.9,26.0,21706.8,583.6,184.5,-2.62334704,39.51435852,3,sub,Kenya,unknown
icr041699,1730.0,661.0,686.0,34.7,8.9,6.992000000000001,95.485,4.18,0.335,1.2075,0.14368699999999998,3.571429,468.29797,0.5274019839999999,7.26,500.0,0.57,4497.340204,134.07860459999998,50.6,18289.9,45.7,3444.0,5575.0,10.2,86.6,15.4,11615.0,429.8,184.5,-2.60788202,39.516326899999996,4,top,Kenya,unknown
icr041820,7790.0,518.0,670.0,12.9,1040.0,8.129,100.005,0.0,0.0,0.895,0.11233299999999999,9.285714,293.80626,0.40969792,8.06,400.0,0.47,7041.063058,117.27626090000001,50.6,12642.1,2374.9,15054.8,9720.8,11.1,833.7,21.9,16159.1,897.8,184.5,-2.64218307,39.55010605,10,sub,Kenya,unknown
icr041838,7800.0,528.0,311.0,27.6,31.9,8.609,94.255,5.195,0.555,1.1075,0.16250699999999998,5.714286,495.9769,0.609859526,8.18,700.0000000000001,0.69,5354.274568,207.0944127,50.6,9590.1,45.7,18467.4,7848.8,9.3,170.0,15.2,10520.3,340.8,184.5,-2.61965704,39.55268478,11,top,Kenya,unknown
icr041859,7730.0,552.0,452.0,8.33,153.0,8.621,100.0,0.0,0.0,0.9655,0.10856800000000001,9.285714,290.94961,0.331595719,8.33,400.0,0.36,7327.8333900000025,94.08374175,50.6,13525.0,45.7,16583.7,8198.4,10.7,1392.8,19.8,13642.3,493.2,184.5,-2.60102701,39.56488037,12,sub,Kenya,unknown
icr041878,7710.0,649.0,381.0,39.2,36.6,8.601,89.635,9.195,1.17,1.1065,0.16178499999999998,4.285714,882.8095300000001,1.041905105,8.08,1100.0,1.1,5394.914771,239.27916290000002,50.6,8934.9,45.7,18755.8,5045.9,10.2,252.3,18.2,12153.7,335.5,184.5,-2.66731191,39.57624435,13,top,Kenya,unknown
icr041879,11900.0,330.0,110.0,25.5,56.7,8.131,95.735,3.77,0.495,0.9745,0.138534,7.142857000000001,646.46516,0.778350055,7.91,700.0000000000001,0.6,4188.030072,216.77652790000002,50.6,7429.8,45.7,40351.6,7322.1,10.0,814.2,15.3,11163.1,293.7,184.5,-2.66731191,39.57624435,13,sub,Kenya,unknown
icr041898,2930.0,308.0,824.0,20.6,15.6,7.702000000000001,100.0,0.0,0.0,0.8959999999999999,0.11311500000000001,6.428571,468.25284,0.5552803279999999,7.49,500.0,0.43,8005.307242,168.8780166,50.6,5525.5,45.7,3965.1,4921.1,9.0,120.1,16.3,13776.2,597.1,184.5,-2.64556789,39.57897949,14,top,Kenya,unknown
icr041899,303.0,267.0,889.0,17.6,17.9,5.404,92.68,6.15,1.17,1.1445,0.14693299999999998,2.857143,372.67033,0.303686365,4.81,400.0,0.39,3362.3854920000012,172.0453079,50.6,7247.8,45.7,654.6,5575.0,7.1,125.2,7.9,12155.0,49.1,184.5,-2.64556789,39.57897949,14,sub,Kenya,unknown
icr041916,2790.0,395.0,742.0,6.71,10.5,8.04,97.325,2.53,0.145,1.0435,0.161353,5.714286,355.50741000000005,0.448616236,7.52,400.0,0.47,3072.210581,81.69102331,50.6,11359.1,45.7,7937.1,5575.0,6.0,114.7,13.7,13069.0,416.7,184.5,-2.62039208,39.57739258,15,sub,Kenya,unknown
icr041935,2670.0,675.0,711.0,23.8,10.1,7.838999999999999,95.745,3.995,0.265,1.0555,0.151596,3.571429,716.40886,0.7361529170000001,7.32,800.0,0.87,5314.612069,141.26052719999996,50.6,12229.2,45.7,6451.2,5575.0,6.6,58.5,13.8,12428.5,348.6,184.5,-2.60346293,39.58199310000001,16,top,Kenya,unknown
icr041987,3970.0,1440.0,624.0,201.0,9.84,6.501,95.5,4.185,0.32,0.748,0.153422,8.571429,3405.2330299999994,4.449755192,6.3,4200.0,4.79,5932.1008409999995,1783.2882339999999,384.5,14199.9,45.7,11053.0,5575.0,18.6,207.9,85.3,17894.6,750.5,184.5,-1.75930798,35.77468491,1,top,Kenya,unknown
icr042024,1470.0,417.0,610.0,114.0,11.2,5.771,90.845,7.065,2.09,0.9825,0.114876,3.571429,1231.7834400000002,1.4261865619999998,6.28,1300.0,1.38,1745.145718,469.54257649999994,50.6,9794.3,45.7,2208.5,5575.0,9.8,128.1,54.2,15149.1,1026.4,184.5,-1.70595801,35.78072357,3,top,Kenya,unknown
icr042025,1800.0,386.0,625.0,115.0,7.37,6.056,92.705,6.735,0.565,1.05,0.14385799999999999,4.285714,919.4188199999999,1.183307827,5.98,1000.0,1.16,1919.7859899999999,489.490854,50.6,10185.9,45.7,2501.1,5575.0,9.9,164.4,56.5,17074.1,955.2,184.5,-1.70595801,35.78072357,3,sub,Kenya,unknown
icr042049,990.0,77.1,1130.0,0.71,11.1,5.84,81.415,14.53,4.055,0.937,0.167229,7.142857000000001,1064.9887099999999,1.51437217,5.74,1300.0,1.52,2018.5361850000002,218.57426940000002,50.6,11559.4,45.7,1849.3,5575.0,13.6,51.2,86.8,40281.0,1167.5,184.5,-1.68905199,35.77809525,4,sub,Kenya,unknown
icr042099,6640.0,122.0,490.0,8.98,12.3,8.157,98.865,1.125,0.02,0.9695,0.153868,5.714286,612.6817900000001,0.821528405,7.43,700.0000000000001,0.85,1748.436734,101.4012469,50.6,6131.1,45.7,10467.5,5575.0,6.9,28.2,52.8,22509.2,574.1,184.5,-1.70412803,35.80501556,7,sub,Kenya,unknown
icr042116,1880.0,160.0,1180.0,1.08,7.89,6.142,95.3,4.135,0.565,0.8,0.095354,9.285714,1203.4585,2.0184280869999998,5.74,1600.0,2.23,2711.349319,270.0767085,50.6,12614.1,45.7,2578.9,5575.0,14.4,34.3,93.4,44641.7,939.5,184.5,-1.68290997,35.80660629,8,sub,Kenya,unknown
icr042152,7140.0,158.0,597.0,4.39,8.29,7.6670000000000025,97.185,2.48,0.34,0.892,0.168709,10.357142999999999,724.2723900000001,1.071589649,7.3,900.0,1.2,1443.595012,93.48019133,50.6,6886.1,45.7,10842.8,5575.0,7.7,23.1,54.9,21322.9,1066.5,184.5,-1.73084498,35.81271362,10,top,Kenya,unknown
icr042170,1950.0,284.0,417.0,6.26,6.53,6.3629999999999995,96.285,3.365,0.345,0.977,0.099333,3.571429,942.3895199999998,1.3914704919999998,6.21,1100.0,1.49,1911.1108239999999,145.4543263,50.6,9183.5,45.7,2899.3,5575.0,5.3,74.2,28.9,13982.8,443.3,184.5,-1.70667195,35.82385635,11,top,Kenya,unknown
icr042189,4640.0,655.0,713.0,10.7,19.6,6.854,95.3,4.275,0.43,0.726,0.12526199999999998,10.714286,5006.83278,6.973695755,6.69,4400.0,5.85,2690.370677,309.4858225,50.6,12384.1,187.6,9628.4,5575.0,23.5,187.8,98.6,49021.4,1859.9,184.5,-1.68407798,35.8180542,12,top,Kenya,unknown
icr042228,706.0,91.6,840.0,5.28,10.6,5.904,95.53,3.725,0.75,0.975,0.114917,3.571429,734.0008,0.9613110420000001,5.78,900.0,1.05,1394.9752330000001,133.64520245,50.6,19777.0,45.7,1909.5,5575.0,5.9,64.3,23.8,26884.7,309.8,184.5,-1.73154998,35.84485626,14,sub,Kenya,unknown
icr042248,10300.0,319.0,424.0,2.71,10.1,8.059,97.87,1.895,0.23,0.8365,0.20767199999999997,10.0,729.7724499999999,1.276429772,7.58,900.0,1.39,3867.807949,111.45877649999998,50.6,9947.9,45.7,29940.9,5504.2,10.1,41.3,76.1,24859.5,1262.6,184.5,-1.70844495,35.84159088,15,sub,Kenya,unknown
icr042265,752.0,244.0,360.0,4.72,6.87,5.9460000000000015,97.75,2.025,0.23,1.0545,0.074255,2.142857,760.49421,1.005872101,5.63,800.0,1.01,880.1089427999997,84.64875849,50.6,4779.7,45.7,1420.8,5575.0,2.4,145.6,13.7,6748.4,71.4,184.5,-1.68765497,35.8539772,16,top,Kenya,unknown
icr042266,2130.0,304.0,780.0,1.65,6.36,5.904,97.895,1.805,0.305,0.8809999999999999,0.132724,5.714286,549.08892,0.664149165,5.3,1900.0,5.31,5200.3257189999995,340.28139460000006,50.6,5468.6,45.7,2957.5,5575.0,5.3,69.6,41.5,20350.6,46.6,184.5,-1.68765497,35.8539772,16,sub,Kenya,unknown
icr042790,606.0,54.4,1640.0,1.3,14.3,5.6,86.035,12.115,1.85,0.6955,0.112792,7.142857000000001,3911.7327299999997,5.619443177999999,5.27,4100.0,6.03,786.9992591,554.155534,50.6,2630.7,157.3,1390.2,5575.0,17.4,176.7,15.7,71932.0,278.1,184.5,10.47201667,-13.424075,1,top,Guinea,unknown
icr042811,321.0,36.2,1350.0,1.1,14.2,5.22,89.585,9.345,1.065,0.9915,0.095429,5.714286,965.28623,1.4978665709999999,5.07,4200.0,5.98,1004.1333089999999,717.3066732999997,50.6,1985.6,45.7,785.9,5575.0,37.8,64.7,23.9,39874.1,344.8,184.5,10.49729833,-13.42232167,2,sub,Guinea,unknown
icr042836,290.0,35.8,1590.0,1.08,11.1,4.99,94.85,4.195,0.95,0.7335,0.084767,6.428571,2917.75763,4.691586733,5.02,3200.0,5.33,921.7260449999999,707.6695728,50.6,3651.6,49.2,710.9,5575.0,26.5,61.6,19.4,85980.9,335.8,184.5,10.51886667,-13.43299667,3,top,Guinea,unknown
icr042867,1190.0,62.3,1410.0,2.05,11.1,5.96,84.53,13.71,1.765,0.7825,0.126158,6.428571,3071.53285,5.17715764,5.7,1000.0,1.52,541.2611277999998,190.6647747,50.6,3130.3,85.0,2200.3,5575.0,13.9,82.0,15.4,77328.9,212.8,184.5,10.477555,-13.40055167,5,top,Guinea,unknown
icr042896,285.0,56.0,1600.0,5.24,13.6,4.74,90.195,8.815,0.99,0.85,0.134439,7.142857000000001,2127.8856699999997,2.805249214,4.7,2100.0,2.9,852.4579646,524.3275267,50.6,5718.6,45.7,690.1,5575.0,25.7,71.3,32.9,35026.3,187.5,184.5,10.50197833,-13.40440167,6,top,Guinea,unknown
