SSN,pH,%N,%C,C % Inorg  ,C % Org,Am Ox_Al mg/kg,Am Ox-Fe mg/kg,AmOx-Mn/mg/kg,AmOx-Pmg/kg, Olsen P mg/kg,pbi no units,Caex cmolc/ kg soil,Kex cmolc/ kg soil,Mgex cmolc/ kg soil,Naex cmolc/ kg soil,ECEC cmolc/ kg soil,ICP OES Al mg/kg ,ICP OES Ca mg/kg ,ICP OES Co mg/kg ,ICP OES Cr mg/kg ,ICP OES Cu mg/kg ,ICP OES Fe mg/kg ,ICP OES K mg/kg ,ICP OES Mg mg/kg ,ICP OES Mn mg/kg ,ICP OES Na mg/kg ,ICP OES Ni mg/kg ,ICP OES P mg/kg ,ICP OES Pb mg/kg ,ICP OES S mg/kg ,ICP OES Zn mg/kg ,ICPMS As 75 mg/kg,ICP MS Se 78 mg/kg,ICP MS Mo 95 mg/kg,ICP MS Cd 114 mg/kg,P,K,S,Ca,Mg,Cu,Zn,Fe,Mn,Mo,Public,Latitude,Longitude,Cluster,Plot,Depth,Cultivated
icr068579,6.04,0.03,0.4,0.0,0.4,818.93199612,905.1944743185,51.7641345825,-21.17912629,0.76,26.25,2.83,0.15356146217226802,0.829261566833574,0.018309398781549,3.7035544204988997,14015.602169999998,646.9888392000001,3.0233532260000002,13.8293659,2.678965699,10257.38695,980.5105496,782.9460533,116.2563004,40.3816252,5.371557421,46.31588057,7.700594432000001,28.221762899999995,12.83181825,0.58826177648597,0.713980389399378,0.05035111240557,-0.004011870626675999,0.00506,2.5609900000000003,0.00457,0.09303,0.5575,0.00056,0.00155,1.0646799999999998,0.014769999999999998,0.01845,True,11.28065833,8.166768333,9,1,top,
icr068580,5.44,0.03,0.35,0.0,0.35,1205.99594152,1121.4179073185,22.6941037725,-24.7887418,0.44,41.49,3.45,0.18518392087251886,1.06283231811932,0.08703299145343801,2.01775459019174,23503.74932,692.0495900000003,3.0966856010000003,18.38449274,4.534515357,14016.11517,1378.585627,1109.661934,96.63144921,58.50564447,8.346512798,43.21105701,9.076086297,19.90802414,18.50122605,0.767689058034481,0.9294187452207779,0.013825919146505999,-0.0074143352246540005,0.00506,2.80114,0.00457,0.10245,0.5575,0.00057,0.0013599999999999999,1.15689,0.008409999999999999,0.01845,True,11.28065833,8.166768333,9,1,sub,
icr068499,6.11,0.07,0.83,0.0,0.83,1015.77370052,1534.3699533185004,63.3581445425,16.04661501,4.38,29.62,4.28,0.375044247613068,0.9762441162678459,0.026932531096606004,2.97885919904972,11854.626620000001,1034.6762099999999,3.007450408,9.649431666,2.492661997,8567.725190000001,1293.698182,894.4385642999997,135.08119950000003,75.90286346,4.311506547,101.761709,6.912560472999999,60.08505367,14.89575324,0.663806915915299,0.766369723421692,0.10135863922901404,0.00039762672307,0.00506,3.5468,0.00457,0.31718,0.5575,0.00041,0.00125,0.80206,0.013669999999999998,0.01845,True,11.29146167,8.145926667000001,5,1,top,
icr068640,5.66,0.02,0.32,0.0,0.32,893.43510542,922.1441827185,23.9730838225,-20.21293794,0.64,28.4,3.71,0.379610892454403,0.915415271009669,0.17923191817232395,-1.5014985440353,17461.07357,792.7330044,2.769129369,11.43194587,3.179278151,9542.032227,1142.55232,1032.4167109999999,103.94539990000001,110.8350241,5.192996331,45.29794836,8.319824215,15.2185149,16.27174008,0.567800213124116,0.8505777724848579,0.009616073127107001,-0.005597653788420999,0.00506,4.34966,0.00457,0.34984,0.5575,0.00037999999999999997,0.00124,0.8840899999999999,0.00949,0.01845,True,11.35259,8.169905,12,1,sub,
icr068663,6.93,0.03,0.42,0.0,0.42,507.32135342,316.04400381849996,37.4277070625,-25.951466699999997,0.8,15.09,3.19,0.030775692458496002,0.483263162719194,0.016405204116623003,0.481342867809269,10524.616033499999,795.229003,2.3661894835,6.335961495,1.6459723315,6190.673995,1095.4453529999996,783.06421835,121.58822705,50.208687805,2.7242448864999997,55.062726195,9.215922772,25.112036415,12.89253094,0.529514845569274,0.652323763825044,0.055350138489181,-0.004585269447313,0.00506,5.28868,0.00457,0.32006,0.5575,0.00021,0.00088,0.50189,0.014240000000000001,0.01845,True,11.28576667,8.197546667000001,13,4,sub,
icr068677,2.84,0.05,0.68,0.1,0.62,751.40450552,435.2767876185,44.3586860725,39.30510792,6.92,41.23,6.1,0.530565227962597,0.604965323262292,0.010996504778068,7.4447284133718,11282.851429999999,3117.5976579999997,2.337512414,7.890240662999999,2.568833269,7377.196040999997,1257.0092730000001,724.3725624,111.9929527,48.01788169,3.522879961,139.85666080000001,8.287037693,51.21906703,13.51535936,0.713313366204186,0.7240082674085179,0.096154815884405,0.001784539986549,0.00506,4.14369,0.00457,0.44833999999999996,0.5575,0.00041,0.00117,0.63702,0.01188,0.01845,True,11.30931667,8.19152,14,1,top,
icr068678,7.97,0.03,0.36,0.0,0.36,702.85696942,419.6609061185,17.8819659625,-11.31861618,1.8,31.85,4.55,0.330984620058928,0.381124112153466,0.024605813342037,0.39564874596978905,15639.94424,1059.5500650000001,2.422508641,9.376542152,2.353916512,9878.84504,1168.705667,669.7904324,83.07706985,44.59089325,4.454296136,71.24389352,8.961645641,23.98276021,11.25268642,0.7434195224702941,0.525734071841772,0.07284797434742403,-0.004185648549335,0.00506,5.03609,0.00457,0.23029000000000002,0.5575,0.0004,0.00103,0.8516799999999999,0.010320000000000001,0.01845,True,11.30931667,8.19152,14,1,sub,
icr068717,6.93,0.06,0.75,0.0,0.75,573.24924982,1297.5698993185001,100.2050577025,-4.927745535,1.56,31.66,6.84,0.089545009999156,0.946830094461633,0.15878702783289805,4.881271226879349,14857.56559,1519.634105,3.80212773,10.01675988,3.163698454,10150.17866,1278.983455,1351.439743,186.9449075,108.39228440000001,5.128259557,79.30376181,8.611318582,54.31533418,19.43248408,0.6250255240903659,0.811550788672091,0.056045172886434,0.002956446151676,0.00506,2.79596,0.00457,0.43037,0.5575,0.00047999999999999996,0.0014199999999999998,0.8691399999999999,0.01429,0.01845,True,11.34667,8.194856667,16,1,top,
icr068718,8.23,0.02,0.31,0.0,0.28,643.32817502,937.7017553185001,89.5002415125,-12.99717964,1.16,43.07,8.66,0.06081891863457,0.632996405426455,0.533643711906005,10.572302993382,18979.207580000002,2679.7291800000007,3.517165941,12.43075853,3.18062769,11906.663359999999,1264.456958,1406.934813,174.4956649,214.7151819,6.153737117,45.39118717,8.310468957000001,18.61684602,17.94390216,0.6294422652187629,0.875662325359315,0.006628713221432,0.0027622717725,0.00506,2.7431900000000002,0.00457,0.51831,0.5575,0.00047000000000000004,0.00144,1.0498100000000001,0.01426,0.01845,True,11.34667,8.194856667,16,1,sub,
icr069810,6.44,0.01,0.19,0.0,0.19,1466.87541952,772.8939545185001,69.0955217325,-12.25628715,0.52,13.04,1.35,0.048078401783453996,0.8096264300304459,0.012002636744996,0.11955636857287699,6740.0679370000025,315.8206586,2.844439373,10.82918285,1.71347553,6352.946686,457.04609730000004,415.77412979999997,98.51206409999999,35.43292023,4.612636715,38.63759687,2.23805439,12.52323189,5.201701529,0.253309775110924,0.24606258619162105,0.112201500437105,0.006014965780996999,0.00506,0.15004,0.00457,0.03525,0.5575,0.00035,0.00039,0.54393,0.0067599999999999995,0.01845,True,14.831389999999999,-7.843868333,2,1,sub,
icr069830,5.46,0.01,0.14,0.0,0.14,1094.22287952,446.2241414185,25.4140234425,-22.16066125,0.36,17.28,0.59,0.019420588901564,0.3893990873437561,0.017106516779808997,-1.4537512506363501,5668.366184,190.0690539,1.6019391719999998,8.78723685,1.56459344,3860.7875799999997,374.25596260000003,321.7802291000001,47.16927864,33.83086008,3.54151458,32.29365424,2.4206097030000002,12.62383463,4.82424795,0.136952023033123,0.157388896733591,0.042681944375407996,0.001522198882924,0.00506,0.11195999999999999,0.00457,0.02033,0.5575,0.0003,0.00032,0.30318,0.00316,0.01845,True,14.85631333,-7.846764999999999,3,1,sub,
icr069849,6.6,0.02,0.2,0.0,0.2,1252.40135152,627.2897445185,40.1107815625,-16.970708300000002,0.82,8.83,1.18,0.14250141861538698,0.45772315654762397,0.035609497319408,-2.7313563176650204,4731.553843,344.211123,1.909567398,10.24516121,2.203549841,4064.0253789999997,433.9579169,362.94415539999994,67.81718133,41.49594352,3.0410374,38.72164882,2.210090113,20.51773967,5.11524132,0.11646967878789999,0.115714875852465,0.034048340633842995,0.004107637000303,0.00506,0.12442,0.00457,0.03465,0.5575,0.00033999999999999997,0.0003,0.30769,0.00424,0.01845,True,14.879539999999999,-7.8447,4,1,top,
icr069869,6.64,0.02,0.27,0.0,0.27,1560.66723252,1169.6360393185,86.1616509425,-20.60545291,0.58,16.49,1.68,0.147215612096945,0.9015302511372142,0.009562143124456,-3.58481532665875,6500.981834,434.23802889999996,3.433886626,12.14652445,2.164634189,8332.129656000001,659.3866171,547.1687921,127.25501840000001,43.08508349,4.663626951,41.83787495,3.0603505189999995,20.99143459,5.961859987,0.325465980052008,0.22669006341001505,0.04523022250547,0.0073315183059769985,0.00506,0.17435,0.00457,0.03963,0.49738999999999994,0.0007099999999999999,0.00037999999999999997,0.59099,0.00762,0.01845,True,14.80671333,-7.825015,5,1,top,
icr069890,6.74,0.01,0.21,0.0,0.21,1055.46733552,509.39024421849996,67.2011799225,-23.68453533,0.45,11.94,1.26,0.127480965935859,0.8169085224394159,0.050133101288077,-1.31319720346173,6128.266519,346.77684389999996,2.080457627,10.17749925,2.021166766,4278.184590999998,548.1459917999998,471.9457489,92.88688179,34.09207985,4.055219295,29.05938374,2.497043906,26.03996619,5.22402249,0.17022964508453398,0.20855391989327496,0.028799960818659,0.003749131942083,0.00506,0.18261,0.00457,0.03311,0.5575,0.00027,0.00035,0.31104,0.006,0.01845,True,14.83103333,-7.823068332999999,6,1,sub,
icr069929,,0.02,0.29,0.0,0.29,1098.43170052,552.8112554185,63.3091060425,-26.59990566,0.68,14.49,1.27,0.14867343819168602,0.6634762380534871,0.061058304334204,-0.3628617953504121,5796.994721,350.9555121,1.917353567,10.231909199999999,2.0664848140000003,4663.800697,480.6358653,413.4378273,90.284637835,37.17305455,3.7635759375,41.863314375,2.454926475,20.564532800000002,5.0360189295,0.17725400840758399,0.18136800767221106,0.03609090052606399,0.005233587663755999,0.00506,0.14924,0.00457,0.03719,0.49183000000000004,0.00031,0.00033999999999999997,0.3302,0.00601,0.01845,True,14.869855,-7.819491667,8,1,top,
icr069950,6.5,0.01,0.15,0.0,0.15,589.10730332,250.39098821849998,56.3446387425,-27.87392056,0.3,8.42,0.95,0.025309638092961002,0.682757965763835,0.007256308137510999,-0.736984255896829,5076.392229,249.0523619,1.871875793,9.759265035,1.794576674,3058.64029,454.89881210000004,404.35261010000005,78.96312233,24.26058452,3.3959086789999997,24.690437799999998,2.305405333,12.39964007,4.388385715,0.149066912514723,0.21247975542569,0.021578298607114,0.003885152572951,0.00506,0.1503,0.00457,0.02561,0.5575,0.00022,0.00031,0.22939,0.00496,0.01845,True,14.80238833,-7.8028766670000005,9,1,sub,
icr069970,6.51,0.01,0.19,0.0,0.19,1373.196044,611.7268236425,61.7239710525,-24.33967185,0.38,16.14,1.23,0.10498687708800596,0.857137424476034,0.09022699658833802,0.608157515696581,6405.192788,294.687367,2.3863981869999997,9.593232279,1.6877742969999998,4559.267304,732.5326699,556.5731994,83.54267417,30.90032731,4.448283347,37.18323389,2.482220636,11.11881833,5.966401761,0.291848493811145,0.27431078977354395,0.080985433948833,0.00022949480220400004,0.00506,0.17399,0.00457,0.025789999999999997,0.5575,0.00029,0.00033,0.34149,0.00565,0.01845,True,14.83648167,-7.809873333,10,1,sub,
icr069990,6.16,0.01,0.17,0.0,0.17,585.3751301,382.8668903425,33.1010143425,-29.492186600000004,0.4,10.75,0.79,0.04407841221869,0.394186184977988,0.014578425909487,-6.3015308196165005,4504.375975,209.65999509999997,1.4902653719999999,8.411680571,1.786329787,3415.009557,325.2015389,293.9233470000001,53.24482433,30.77730971,3.096162311,35.71507907,2.4108440669999998,14.92568139,4.767228191,0.219221713799682,0.133630863692184,0.075726667956577,0.00024571342197799996,0.00506,0.10643,0.00457,0.02292,0.63383,0.00026000000000000003,0.00028,0.26282,0.00345,0.01845,True,14.85474833,-7.80709,11,1,sub,
icr070029,6.51,0.03,0.41,0.0,0.41,1289.825062,767.6153524425,204.4062655125,-7.513078822000001,1.7,13.73,2.44,0.16585366485115696,0.862209047434273,-0.0021377283724979997,1.79613090106907,7204.234392,608.7631651,3.3959533530000003,11.20079347,3.440107208,5008.4048950000015,738.485951,582.3106412000002,230.1736065,45.12697233,5.432337605,50.63476455,3.855309778,38.26441772,12.25207504,0.579484406097506,0.27794285012005104,0.137830235315124,0.038082701981484,0.00506,0.22701,0.00457,0.05882999999999999,0.49599,0.00039,0.0008,0.32811,0.01253,0.01845,True,14.80921167,-7.78246,13,1,top,
icr070112,4.51,0.09,1.49,0.0,1.49,3341.964875,2366.1464453425,69.7732806725,11.04486796,0.72,200.44,0.37,0.073887463302752,0.14866833581115,0.041714471679722004,0.827696965891739,44446.55537,161.7032041,7.28216992,109.4499658,9.347632563,51832.42362,429.16198610000004,641.8119257000002,165.426704,33.22667294,20.839208300000006,261.82090780000004,14.83469392,61.27265139,14.47975947,2.6133050145940198,1.15890316389495,0.44826910983275703,0.002389891791841,0.00506,0.20297,0.00457,0.10776,0.5575,0.00062,0.012029999999999999,1.88848,0.0257,0.01845,True,9.166063333,5.678096667,1,4,top,
icr070124,5.96,0.08,1.3,0.0,1.3,1462.079318,2523.8636133425,411.9713614125,121.3144004,8.24,43.38,6.57,0.16417594755910098,1.40129556872619,0.023640933246301003,5.6002401798744295,16626.22981,1498.833645,9.681378859,20.23215659,6.052722954,22356.13839,484.9637013,480.20965430000007,556.7253613,33.35494175,9.688958535,323.3884767,13.13596218,72.62715327,25.06451522,1.35214039407904,1.4532109735880199,0.227765096171828,0.013778190838181001,0.00506,0.21624000000000002,0.00457,0.07605,0.5575,0.0009199999999999999,0.00146,2.5148200000000003,0.02289,0.01845,True,9.191568333,5.671851667,2,2,top,
icr070125,6.03,0.04,0.59,0.0,0.59,2301.48118,3340.0319353425,417.8538432125,40.80944028,2.96,43.42,3.28,0.076440224727162,0.921396749470891,0.016596367497823998,3.254799545223149,23313.63664,736.3465602000001,11.70438914,28.28027955,7.298407912999999,29063.479639999998,532.4607896000001,432.3568368,597.2570455,39.98548626,12.45043656,236.84421749999998,15.57287534,38.32255179,24.44029199,1.63750695105169,1.64588570306088,0.24813128718360997,0.010881503956492,0.00506,0.28519,0.00457,0.12625999999999998,0.5575,0.00081,0.0018800000000000002,1.85476,0.035289999999999995,0.01845,True,9.191568333,5.671851667,2,2,sub,
icr070164,6.17,0.05,0.81,0.0,0.81,2239.656406,1518.8456413425,166.2909788125,22.82067585,2.72,36.0,2.51,0.10682223330554,0.699323629454433,0.042461896309835,1.1906527676904801,12693.571909999999,594.5426659,4.199549618,17.15114785,3.181011101,5984.438939,344.33579019999996,259.97024139999996,210.02795609999998,25.25339103,5.481781462000001,117.49391640000002,9.844830507000001,44.62883926,10.24918491,0.667905359176948,1.0249279288605402,0.073480642830592,0.0033270681410999996,0.00506,0.12030999999999999,0.00457,0.04059,0.5575,0.00045,0.00062,0.53201,0.01818,0.01845,True,9.233073333,5.676534999999999,4,2,top,
icr070194,4.69,0.02,0.34,0.0,0.34,1516.552972,690.7017358425,50.4042437125,-23.80076871,0.33,48.66,0.1,0.043077958931717994,0.06102685774861099,0.035676033268059,-0.610718700152724,16257.60194,45.43665692,4.961449571,22.62467472,3.832877326,11841.55631,280.539654,159.2009706,113.7550612,24.71041168,6.77111451,85.28358585,9.966916118,14.44283708,9.4098325,0.8092343241698741,0.924916581693345,0.10839554264142501,0.0033021254152030004,0.00506,0.08584,0.00457,0.00804,0.5575,0.00035,0.0005099999999999999,0.6896399999999999,0.00624,0.01845,True,9.166866667,5.6921300000000015,5,8,sub,
icr070202,6.05,0.02,0.38,0.0,0.38,1686.817175,687.9525055425,310.8463843125,-16.55137852,0.58,19.92,1.51,0.031806599921224,0.444998636608928,0.024918177088773,0.848410537926351,7887.869267,302.61802805,7.3603617915,20.587896055,1.7753973605000002,8644.595809999999,271.13933315,185.79561030000002,390.47191445,22.82040023,4.98353044,60.71441612,6.826587954500001,23.71925295,6.131398708,0.5989886981161059,0.810817243861721,0.040736843563651,0.006214788224091999,0.00506,0.09907,0.00457,0.02332,0.5575,0.00042,0.0007099999999999999,0.80537,0.01014,0.01845,True,9.192731667,5.697721667000001,6,4,top,
icr070262,6.29,0.03,0.42,0.0,0.42,1020.1796710000001,685.9813767425,170.5404144125,-17.64921094,0.58,13.73,1.18,0.077976528946271,0.462586295279984,0.022005018228894998,4.83341953164772,7960.273909999999,348.3596057,5.156697826,21.01466312,2.269139253,10567.77043,192.1469491,181.8651342,238.2271154,22.62120693,4.555306735,76.45412508,10.02879043,25.88620779,7.8899727770000005,0.672468186305625,0.9269834212022652,0.074811302607006,0.003561377276286,0.00506,0.12872,0.00457,0.048760000000000005,0.5575,0.00037999999999999997,0.00055,0.62678,0.02895,0.01845,True,9.17576,5.711345,9,4,top,
icr070263,6.23,0.01,0.25,0.0,0.25,2726.106581,1001.1872693425,369.4587073125,-19.18701536,0.28,21.02,0.7,0.0669889881069,0.4076498527372969,0.023795987967798,2.8629911047005,13753.26575,181.41207749999998,9.618320429,20.01286506,2.428782874,13079.57301,349.858457,208.8226054,485.44047689999996,24.55157008,7.520353925,62.38440424,9.050753409,12.60120052,8.524453697,0.824115992610129,0.987674369368476,0.03620138070321298,0.0038428486043059996,0.00506,0.10784,0.00457,0.030410000000000003,0.5575,0.00031,0.00047999999999999996,0.7355,0.0283,0.01845,True,9.17576,5.711345,9,4,sub,
icr070277,4.96,0.02,0.33,0.0,0.33,2529.9232629999997,1274.3538293425,122.7776683125,-24.04448413,0.18,62.47,0.7,0.005701528242915999,0.511564818875952,0.031975512754569,1.89642370609198,29985.705130000002,182.3289263,7.197124152000001,38.75020103,7.813254787999999,21937.44731,488.6566011,332.90796689999996,222.4401679,31.05518507,12.80585344,79.51412439,15.56748754,13.50327198,13.74155561,1.0316826463175501,1.1776945632379299,0.020596769787949,-0.001900362739247,0.00506,0.13913,0.00457,0.02496,0.5575,0.00055,0.0007599999999999999,1.30364,0.01236,0.01845,True,9.192781667,5.719468332999999,10,1,sub,
icr070309,5.77,0.02,0.34,0.0,0.34,3452.017269,1272.5971413425,183.1613144125,-20.23454662,0.34,30.24,0.7,0.012371046262881002,0.477174039694713,0.023812138716275,3.91068922450365,17074.57291,203.51102980000002,5.599782874,19.872736399999997,3.8025386439999997,10298.08096,341.972749,251.2197228,255.696882,31.39982872,7.44303004,44.96851191,11.13471787,16.33555125,9.342994786,0.659146914377913,1.02077498790757,0.018425407834913,0.000650855966138,0.00506,0.10048,0.00457,0.02659,0.5575,0.00047000000000000004,0.0006,0.65561,0.01661,0.01845,True,9.237658332999999,5.7174883329999995,12,1,sub,
icr070328,6.18,0.02,0.3,0.0,0.3,783.1338292,339.3821932425,141.6326423125,-31.88999307,0.42,9.32,0.57,0.019054177718724,0.249296243685661,0.024200164442994,5.11644818598337,5383.817915,171.88605819999995,4.035266813,13.33411347,1.072419685,6057.974547,133.2192728,118.76925200000001,194.4309262,18.18282805,2.877263811,32.48544463,6.050578334,17.60445295,3.089459405,0.23642776356043,0.384102975658289,0.04616792773693098,0.002293465074652,0.00506,0.08893999999999999,0.00457,0.024030000000000003,0.5575,0.00035,0.0005,0.59426,0.015280000000000002,0.01845,True,9.170196667,5.738131667,13,1,top,
icr070349,5.3,0.02,0.3,0.0,0.3,4170.27104,1313.5103403425,161.2360432125,-25.22387147,0.26,36.39,0.55,0.035214183023303,0.36240049367537497,0.05916978218886,4.30990234515527,21793.25545,154.52079880000005,6.926270356,24.37008299,3.593609207,16119.942319999998,430.01676,246.19928309999997,257.3744504,30.4699872,9.10038543,67.47584023,11.54059001,11.75261017,10.753911500000001,0.836765208509304,1.0468465865426801,0.033983074179705,0.001978833835766,0.00506,0.14010999999999998,0.00457,0.02337,0.5575,0.0005099999999999999,0.0009400000000000001,1.25034,0.015090000000000001,0.01845,True,9.188533332999999,5.742303333,14,1,sub,
icr070370,5.85,0.04,0.72,0.0,0.72,659.3523078,344.8371400425,96.7892273125,91.92973662,7.76,15.22,3.91,0.025319787619922002,0.416028043726805,0.024644766862489,3.17133800780587,4511.857807,921.3373944,2.372322785,8.934128099,3.9760811730000003,2431.2602890000007,152.62295569999995,181.3574599,123.0669874,24.62293942,2.8535642460000004,160.89110280000003,9.395781483,38.2669537,13.57270115,0.313696187000864,0.6133151781591141,0.061236530248632,0.008479930458159,0.00506,0.08257,0.00457,0.09917000000000001,0.5575,0.00043,0.00101,0.24231999999999998,0.00881,0.01845,True,9.217246667000001,5.73423,15,3,top,
icr070371,6.23,0.01,0.28,0.0,0.28,1953.464621,533.8848197425,199.7580276125,-25.12217767,7.34,15.97,3.09,0.016843038341821,0.224727287997531,0.021875468646648997,5.8924779076870895,8777.510218000001,135.16333219999999,4.5200062910000005,12.03217247,1.371650159,6072.348934000002,215.4323086,151.18991599999995,250.83528619999998,27.19083283,3.916007641,32.17971236,7.194602618999999,11.92521581,4.013955845,0.344265482788075,0.555011224428651,0.022191248860097,0.00040785078413099995,0.00506,0.08638,0.00457,0.0885,0.5575,0.00045,0.00084,0.24628000000000003,0.00847,0.01845,True,9.217246667000001,5.73423,15,3,sub,
icr070386,6.17,0.02,0.47,0.0,0.47,705.1705774000003,327.4654139425,94.2506331225,79.03583412,0.38,16.77,0.42,0.038486456416264,0.323691710132894,0.021009001988686,3.5554948040047596,4900.4329179999995,810.811809,2.660182888,9.614790621000001,4.344270058999999,2078.2660079999996,137.8552784,152.3281761,116.26034140000002,24.79121363,3.131142613,144.7654503,9.959216066,22.21699194,9.954736797,0.32439010613269703,0.61607094164991,0.08368120059239399,0.0067935209397619965,0.00506,0.07388,0.00457,0.017159999999999998,0.5575,0.00023999999999999998,0.0004,0.40658,0.01515,0.01845,True,9.239531667,5.744221667000001,16,1,top,
icr072246,4.74,0.1,1.89,0.0,1.89,1814.4101640000001,1163.7779623425,49.7182275825,-4.2641419460000005,3.52,114.0,0.32,0.11977164024267,0.165686004146472,0.030681328020017006,-1.07024956728321,14704.45306,124.54765795,2.3339039434999997,10.0659719745,4.202640098,12458.3664,256.0572469,214.31103670000002,116.152056,22.11025714,3.435954375,90.57255231,4.709335633999999,80.462665505,5.7308389435,0.329589420629611,0.28610739125853996,0.11429899796721499,0.005260128627626999,0.00506,0.05516,0.00457,0.01405,0.5575,0.00054,0.00057,0.78899,0.00619,0.01845,True,-7.37775,15.68749167,1,1,top,
icr072247,4.63,0.05,0.87,0.0,0.87,2339.593467,1300.1960103425,12.2376254725,-18.881536800000006,1.52,84.82,0.06,0.064189640923007,0.056601720813824,0.023636186070496,-3.39084135414898,17853.14157,36.36899824,2.993429125,11.56196024,4.640889825,14055.31103,292.0970437,241.4147154,90.06623209,20.09855067,4.070365923,66.66018094,4.69786709,52.11834211,5.567903232000001,0.3312651741766789,0.2967805779926961,0.125295371483022,-0.00021563343877900002,0.00506,0.06448,0.00457,0.00869,0.5575,0.00041,0.00043,0.9289799999999999,0.00448,0.01845,True,-7.37775,15.68749167,1,1,sub,
icr072267,4.64,0.04,0.86,0.0,0.86,2645.426708,1338.4035313425,7.5270720325,-13.74818799,1.34,71.71,0.05,0.048123436254262,0.036845037481177005,0.037146681074848,2.58846874596981,19288.48305,35.65156921,1.787880114,17.19337134,4.131258175,14101.237019999999,189.977723,159.5110421,53.82560052,21.74853929,4.973251426,69.11279016,2.560743294,45.57669386,6.1091186770000006,0.542174119982474,0.15926498246437498,0.2025106787127,0.003691058488231,0.00506,0.03932,0.00457,0.00747,0.5575,0.00045999999999999996,0.00047999999999999996,0.80799,0.00238,0.01845,True,-7.351243332999999,15.68781667,2,1,sub,
icr072286,4.6,0.08,1.42,0.0,1.42,1466.1731949999999,1190.2650723425,16.7602994425,-4.195149557,3.62,71.22,0.13,0.056883231334865995,0.074554284385106,0.023901471666667003,1.36461233667063,12606.84391,61.6921571,2.508224925,11.43458983,3.6123154810000004,12213.56541,158.6422568,150.4750585,95.45538156,20.4774082,3.3201402860000004,67.50264977,3.866409558,65.46135835,6.572930593,0.32859094646557696,0.22559302409086399,0.137417785821661,0.004332224744338,0.00506,0.0403,0.00457,0.0113,0.5575,0.0005,0.00053,0.86405,0.00558,0.01845,True,-7.3316733329999995,15.687965,3,1,top,
icr072287,4.6,0.04,0.78,0.0,0.78,1499.064545,1098.3292053425,7.9079341825,-23.68105132,1.3,73.0,0.06,0.018396127783049,0.036536568030446,0.024383282319408,3.19923916850501,12779.14962,35.25749582,2.355559369,12.08527768,3.53490375,12794.38508,133.0291598,140.36515480000003,87.83171834,16.7546823,3.111341255,54.50986873,3.784758657,39.62991301,6.388776572,0.38475131809339397,0.240753453471797,0.116401294000726,-0.000519953966463,0.00506,0.03858,0.00457,0.008409999999999999,0.5575,0.00037999999999999997,0.0005099999999999999,0.7881100000000001,0.00436,0.01845,True,-7.3316733329999995,15.687965,3,1,sub,
icr072307,4.5,0.1,1.14,0.0,1.14,2831.000726,1780.6847453425,109.3381831125,-21.73703451,0.88,341.08,0.14,0.17999082291813198,0.112156197966674,0.033593072493473,6.15465072798236,23836.45608,74.69745116,5.9582394260000004,17.93652007,1.274935817,18808.81118,1974.455786,1358.617462,138.74327780000002,30.14075068,6.582476019,131.36137820000002,11.85570285,51.06283702,16.7672715,3.1754937944115,1.22887860406601,0.15157255904147698,-0.000469258896106,0.00506,1.1832200000000002,0.00457,0.029310000000000003,0.5575,0.00036,0.0013800000000000002,1.5684,0.0081,0.01845,True,-7.315181667,15.69147833,4,1,sub,
icr072325,5.1,0.07,1.17,0.0,1.17,1845.888422,989.6201073425,22.5943838625,-3.513592117,3.06,69.42,0.25,0.053169647470606,0.123299917629294,0.018385007158398997,3.55883608009503,10808.888420000001,113.55339440000002,1.321914833,8.786839246,1.401051047,9080.04076,107.78526140000001,101.15184909999999,60.89904193,23.35886846,2.327024948,63.35999986,2.7255045819999997,61.33936792,3.5702095060000003,0.32456178573733,0.140402793059864,0.17071762113991504,0.002726798437343,0.00506,0.032260000000000004,0.00457,0.01551,0.5575,0.00021,0.00031,0.57345,0.0031100000000000004,0.01845,True,-7.315401667000001,15.69508167,4,10,sub,
icr072365,5.3,0.11,2.04,0.0,2.04,5493.895052000002,2069.1993323425,100.3739726125,6.487187078,2.64,186.72,1.79,0.284285399050598,0.8142998941279571,0.039576733311575,2.25180370609198,42266.563539999996,453.81289100000004,2.853117109,28.26315458,3.570552523,25657.34581,1382.4167699999994,665.0398263,137.9316285,20.0423893,8.549818681,131.2704716,6.952332586,107.6273231,8.205353437000001,3.19465810074788,0.569295008765648,0.393624939382163,0.0039496353664349995,0.00506,0.545,0.00457,0.059570000000000005,0.5575,0.00043,0.0008900000000000001,2.22808,0.009559999999999999,0.01845,True,-7.3408116670000005,15.71909667,7,1,top,
icr072366,4.7,0.08,1.33,0.0,1.33,4481.047643999998,1951.3591243425,27.9959084025,-19.99498658,1.36,181.66,0.2,0.09501822840634999,0.10057888215511199,0.020864458516101,4.35209106567113,45979.07859,76.57304717,2.931653733,30.07922109,3.7175706089999996,27911.02952,1393.976555,599.4277068,64.33581832,21.02552942,9.031657333,101.26957409999999,7.537097648,71.00464886,7.9881231779999995,3.41953208743751,0.575774922621917,0.44847489114205397,0.000100983365793,0.00506,0.57115,0.00457,0.020630000000000003,0.5575,0.00047999999999999996,0.0009,2.3439099999999997,0.0035700000000000003,0.01845,True,-7.3408116670000005,15.71909667,7,1,sub,
